image_hex_string	actual	base_prediction	corrupting_pixels
0x7000000f000000e000001c400001cc000018c000019c000031c000031c000031c000033c0000338000037800003f800003f800001b8000003800000380000030000003000000000000000000000000	9	9	(15, 5);(2, 6);(3, 6);(4, 6);(15, 6);(2, 7);(3, 7);(4, 7);(5, 7);(14, 7);(15, 7);(16, 7);(17, 7);(18, 7);(3, 8);(4, 8);(5, 8);(14, 8);(15, 8);(16, 8);(3, 9);(4, 9);(8, 11);(4, 12);(7, 12);(12, 12);(16, 12);(17, 12);(4, 13);(6, 13);(7, 13);(8, 13);(15, 13);(16, 13);(4, 14);(6, 14);(7, 14);(23, 14);(2, 15);(3, 15);(4, 15);(6, 15);(3, 16);(4, 16);(9, 16);(10, 16);(17, 16);(8, 17);(9, 17);(12, 17);(13, 17);(19, 17);(20, 17);(21, 17);(22, 17);(23, 17);(15, 18);(16, 18);(19, 18);(20, 18);(21, 18);(22, 18);(23, 18);(14, 19);(15, 19);(16, 19);(17, 19);(18, 19);(19, 19);(20, 19);(21, 19);(22, 19);(14, 20);(15, 20);(16, 20);(17, 20);(14, 21);(15, 21);(16, 21);(17, 21);(14, 22);(15, 22);(16, 22);(17, 22);(14, 23);(15, 23);(16, 23);(17, 23);(15, 24);(16, 24);(15, 25)
0x2800000380000078000007800000d800001980000118000031000002100000210000033c00001f0000001000000300000030000001000000100000010000001000000080000000000000000	4	4	(9, 17);(9, 18);(10, 18);(9, 19);(10, 19)
0x1f000003f000007f00000e680000e7e0000e7f0001fe78000fc38000f8380000018000001c000001c000001c000001c000001c000201c000e07c0007ff80003fe00000fc000000000000000000000000000000	9	5	(7, 9);(8, 9);(9, 9);(7, 10);(8, 10);(9, 10);(13, 15);(9, 16);(7, 17);(10, 17);(13, 17);(10, 18);(13, 18);(8, 19)
0x38000003e000001e00000060000007000000300000030000001000000100000010000003000000300000030000007000000700000060000006000000600000060000002000000000000000000000000	7	7	(6, 10);(6, 11);(7, 11);(6, 12);(7, 12);(4, 13);(6, 13);(7, 13);(3, 14);(4, 14);(21, 16);(22, 16);(23, 16);(19, 17);(20, 17);(21, 17);(22, 17);(23, 17);(21, 18)
0x4000000e000001c6000038e000078e0000e0e0000e0e000071f80003ffc00001f000001c000001c000003800000380000038000003000000300000070000006000000600000000000000000	4	9	(4, 4);(5, 4);(6, 4);(13, 4);(14, 4);(15, 4);(2, 5);(3, 5);(4, 5);(5, 5);(6, 5);(7, 5);(13, 5);(14, 5);(15, 5);(2, 6);(3, 6);(4, 6);(5, 6);(6, 6);(7, 6);(13, 6);(14, 6);(15, 6);(16, 6);(2, 7);(3, 7);(4, 7);(5, 7);(6, 7);(13, 7);(14, 7);(15, 7);(16, 7);(2, 8);(3, 8);(4, 8);(13, 8);(14, 8);(15, 8);(16, 8);(3, 9);(4, 9);(14, 9);(15, 9);(15, 10);(22, 10);(23, 10);(5, 11);(11, 11);(12, 11);(3, 12);(4, 12);(5, 12);(8, 12);(11, 12);(12, 12);(13, 12);(15, 12);(16, 12);(20, 12);(21, 12);(3, 13);(4, 13);(5, 13);(6, 13);(7, 13);(8, 13);(12, 13);(13, 13);(15, 13);(16, 13);(23, 13);(3, 14);(4, 14);(5, 14);(7, 14);(13, 14);(15, 14);(16, 14);(18, 14);(21, 14);(22, 14);(23, 14);(3, 15);(4, 15);(12, 15);(17, 15);(18, 15);(19, 15);(20, 15);(21, 15);(3, 16);(4, 16);(9, 16);(16, 16);(17, 16);(18, 16);(19, 16);(20, 16);(21, 16);(22, 16);(23, 16);(8, 17);(9, 17);(16, 17);(17, 17);(19, 17);(20, 17);(21, 17);(22, 17);(23, 17);(6, 18);(7, 18);(12, 18);(13, 18);(19, 18);(20, 18);(21, 18);(22, 18);(23, 18);(6, 19);(7, 19);(8, 19);(16, 19);(19, 19);(20, 19);(21, 19);(22, 19);(23, 19);(6, 20);(7, 20);(8, 20);(15, 20);(16, 20);(21, 20);(22, 20);(23, 20);(6, 21);(7, 21);(15, 21);(16, 21);(21, 21);(22, 21);(23, 21);(7, 22);(8, 22);(14, 22);(15, 22);(16, 22);(22, 22);(23, 22);(14, 23);(15, 23);(16, 23);(23, 23);(14, 24);(15, 24);(16, 24);(17, 24)
0x1fe00007ff0000fdf0000c8380018c3e0000fff00007f780003e1c000300c000300e000600e000600e000701e000303c0003ffc0001ff80000fe0000020000000000000000000000000000000	8	5	(11, 3);(12, 3);(13, 3);(14, 3);(11, 4);(12, 4);(13, 4);(14, 4);(10, 5);(11, 5);(12, 5);(13, 5);(14, 5);(12, 6);(13, 6);(14, 6);(15, 6);(16, 6);(7, 7);(8, 7);(14, 7);(15, 7);(16, 7);(6, 8);(7, 8);(8, 8);(9, 8);(10, 8);(11, 8);(14, 8);(15, 8);(16, 8);(17, 8);(7, 9);(9, 9);(10, 9);(11, 9);(12, 9);(14, 9);(15, 9);(6, 10);(7, 10);(8, 10);(9, 10);(10, 10);(11, 10);(12, 10);(9, 11);(10, 11);(12, 11);(16, 11);(17, 11);(6, 12);(9, 12);(10, 12);(12, 12);(13, 12);(15, 12);(16, 12);(17, 12);(18, 12);(6, 13);(9, 13);(11, 13);(12, 13);(13, 13);(15, 13);(16, 13);(17, 13);(18, 13);(20, 13);(6, 14);(10, 14);(11, 14);(12, 14);(13, 14);(18, 14);(22, 14);(23, 14);(27, 14);(3, 15);(7, 15);(10, 15);(11, 15);(12, 15);(18, 15);(19, 15);(22, 15);(27, 15);(3, 16);(4, 16);(8, 16);(11, 16);(18, 16);(19, 16);(27, 16);(3, 17);(4, 17);(8, 17);(9, 17);(11, 17);(12, 17);(18, 17);(19, 17);(22, 17);(27, 17);(3, 18);(4, 18);(8, 18);(9, 18);(11, 18);(12, 18);(18, 18);(27, 18);(8, 19);(9, 19);(10, 19);(12, 19);(13, 19);(27, 19);(8, 20);(9, 20);(10, 20);(11, 20);(14, 20);(15, 20);(16, 20);(18, 20);(8, 21);(10, 21);(11, 21);(12, 21);(21, 21);(8, 22);(10, 22);(11, 22);(12, 22);(13, 22);(16, 22);(19, 22);(20, 22);(21, 22);(22, 22);(8, 23);(10, 23);(11, 23);(12, 23);(13, 23);(19, 23);(20, 23);(21, 23);(8, 24);(10, 24);(11, 24);(12, 24);(13, 24);(19, 24);(20, 24);(10, 25);(11, 25);(12, 25);(18, 25);(19, 25);(8, 26);(9, 26);(10, 26);(11, 26);(12, 26);(18, 26);(8, 27);(9, 27);(10, 27);(11, 27);(12, 27)
0x3000000fc00000fe000007e000001e000001e000001e000001e000003e000003c000003c000007800000780000070000007000000700f0007fff0007fff0003ffe0001f800000000000000000000000000000000000000000000	2	2	(8, 4);(8, 5);(14, 5);(15, 5);(16, 5);(7, 6);(8, 6);(14, 6);(15, 6);(16, 6);(7, 7);(8, 7);(14, 7);(15, 7);(16, 7);(17, 7);(18, 7);(3, 8);(4, 8);(14, 8);(15, 8);(16, 8);(17, 8);(3, 9);(4, 9);(5, 9);(3, 10);(4, 10);(5, 10);(4, 11);(5, 11);(6, 11);(4, 12);(5, 12);(4, 13);(5, 13);(9, 14);(10, 14);(5, 17);(11, 17);(12, 17);(3, 18);(4, 18);(5, 18);(6, 18);(9, 18);(11, 18);(19, 18);(3, 19);(4, 19);(5, 19);(6, 19);(7, 19);(11, 19);(19, 19);(3, 20);(4, 20);(5, 20);(6, 20);(7, 20);(8, 20);(9, 20);(11, 20);(19, 20);(3, 21);(4, 21);(5, 21);(6, 21);(7, 21);(8, 21);(11, 21);(3, 22);(4, 22);(5, 22);(6, 22);(7, 22);(15, 22);(16, 22);(19, 22);(3, 23);(4, 23);(5, 23);(6, 23);(7, 23);(9, 23);(15, 23);(16, 23);(4, 24);(5, 24);(6, 24);(9, 24);(15, 24);(16, 24);(5, 25);(6, 25)
0x1c000003c00000701c000e07c001c0f400181e000783c0007078000e0f0001c1c0001c380001e780000ffc00007fc00003cc000038c000031c00003f800001f000001e000000000000000000000000	8	4	(9, 9);(17, 9);(8, 10);(9, 10);(17, 10);(17, 11);(9, 13);(15, 13);(7, 16);(7, 17);(8, 17);(6, 18);(7, 18);(8, 18);(6, 19);(8, 19);(6, 20)
0x6000001f000001880000382000070600006060000606000040e0000c0e0000c0c0000c1c0000c3c00007e400007c400000060000006000000600000060000006000000600000000000000000000000	9	4	(11, 10);(7, 13);(7, 14);(8, 14);(7, 15);(8, 15);(9, 15);(6, 16);(8, 16);(9, 16);(6, 17);(7, 17);(8, 17)
0x200000070000007800000f800000dc00001dc000039c000070e0001f0e0001ffe0001ffe000001e000000e000000e000000e000000e000000e000000e000000e000000600000000000000000000000	4	4	(15, 7);(14, 8);(15, 8);(7, 9);(8, 9);(7, 10);(8, 10);(9, 10);(12, 10);(13, 10);(14, 10);(7, 11);(8, 11);(12, 11);(13, 11);(6, 12);(7, 12);(11, 12);(14, 12);(14, 13);(15, 13);(15, 14);(16, 15);(7, 17);(8, 17);(9, 18);(10, 18);(9, 19);(10, 19);(11, 19)
0x1ff00001fff8001fff8000c000000cf80000fff0000f818000e00c000000c000000600000060000006000000c000000c002000c0020018002003800383f0001ffc0000ff000000000000000000000000	5	3	(7, 1);(8, 1);(9, 1);(6, 2);(7, 2);(8, 2);(8, 3);(14, 3);(8, 4);(9, 4);(10, 4);(14, 4);(9, 5);(10, 5);(14, 5);(15, 5);(9, 6);(10, 6);(13, 6);(14, 6);(15, 6);(2, 7);(5, 7);(6, 7);(7, 7);(8, 7);(9, 7);(10, 7);(12, 7);(13, 7);(14, 7);(15, 7);(16, 7);(20, 7);(22, 7);(23, 7);(2, 8);(5, 8);(6, 8);(13, 8);(14, 8);(15, 8);(16, 8);(20, 8);(23, 8);(24, 8);(2, 9);(5, 9);(6, 9);(13, 9);(14, 9);(15, 9);(16, 9);(19, 9);(20, 9);(21, 9);(5, 10);(6, 10);(8, 10);(9, 10);(11, 10);(13, 10);(19, 10);(20, 10);(21, 10);(22, 10);(2, 11);(5, 11);(6, 11);(7, 11);(9, 11);(11, 11);(13, 11);(14, 11);(19, 11);(20, 11);(21, 11);(22, 11);(5, 12);(6, 12);(11, 12);(18, 12);(19, 12);(20, 12);(21, 12);(22, 12);(5, 13);(18, 13);(19, 13);(20, 13);(21, 13);(22, 13);(5, 14);(6, 14);(7, 14);(9, 14);(18, 14);(19, 14);(20, 14);(21, 14);(5, 15);(6, 15);(18, 15);(19, 15);(20, 15);(21, 15);(1, 16);(2, 16);(3, 16);(4, 16);(5, 16);(9, 16);(18, 16);(19, 16);(20, 16);(3, 17);(5, 17);(19, 17);(0, 18);(2, 18);(5, 18);(7, 18);(10, 18);(11, 18);(12, 18);(21, 18);(23, 18);(2, 19);(5, 19);(10, 19);(20, 19);(21, 19);(22, 19);(7, 20);(11, 20);(13, 20);(21, 20);(2, 21);(4, 21);(5, 21);(6, 21);(7, 21);(13, 21);(14, 21);(2, 22);(3, 22);(4, 22);(5, 22);(6, 22);(7, 22);(12, 22);(13, 22);(17, 22);(18, 22);(26, 22);(2, 23);(3, 23);(4, 23);(5, 23);(6, 23);(7, 23);(12, 23);(13, 23);(25, 23);(26, 23);(27, 23);(4, 24);(5, 24);(6, 24);(7, 24);(13, 24);(24, 24);(25, 24);(26, 24);(4, 25);(5, 25);(6, 25);(7, 25);(24, 25);(25, 25);(26, 25);(4, 26);(5, 26);(6, 26);(7, 26);(4, 27);(5, 27);(6, 27);(7, 27)
0x3a00000018000000c000000c000000800000180000018000003800000f000001f0000017000000200000060000006000000c000000c000000c000001800000180000018000000000000000000000000	7	1	(17, 3);(18, 3);(5, 4);(6, 4);(19, 4);(20, 4);(21, 4);(22, 4);(5, 5);(6, 5);(7, 5);(19, 5);(20, 5);(21, 5);(22, 5);(23, 5);(5, 6);(6, 6);(19, 6);(20, 6);(21, 6);(22, 6);(5, 7);(6, 7);(19, 7);(20, 7);(21, 7);(22, 7);(23, 7);(5, 8);(6, 8);(20, 8);(21, 8);(22, 8);(23, 8);(5, 9);(6, 9);(12, 9);(13, 9);(14, 9);(19, 9);(20, 9);(21, 9);(22, 9);(23, 9);(24, 9);(6, 10);(12, 10);(13, 10);(14, 10);(15, 10);(20, 10);(21, 10);(22, 10);(23, 10);(24, 10);(4, 11);(6, 11);(7, 11);(12, 11);(13, 11);(6, 12);(7, 12);(12, 12);(15, 12);(19, 12);(20, 12);(21, 12);(5, 13);(6, 13);(7, 13);(8, 13);(12, 13);(15, 13);(17, 13);(18, 13);(19, 13);(20, 13);(21, 13);(6, 14);(7, 14);(8, 14);(12, 14);(15, 14);(16, 14);(17, 14);(18, 14);(5, 15);(7, 15);(10, 15);(11, 15);(12, 15);(13, 15);(19, 15);(5, 16);(9, 16);(10, 16);(11, 16);(12, 16);(14, 16);(15, 16);(16, 16);(17, 16);(6, 17);(11, 17);(12, 17);(13, 17);(14, 17);(15, 17);(16, 17);(17, 17);(9, 18);(10, 18);(11, 18);(15, 18);(16, 18);(17, 18);(18, 18);(7, 19);(8, 19);(9, 19);(10, 19);(11, 19);(16, 19);(17, 19);(18, 19);(19, 19);(10, 20);(11, 20);(18, 20);(10, 21);(18, 21);(19, 24)
0xc000000c000000c000000c000000c000000c000000c000000c000001e000003f000003f0000003000000380000038000001c000001e000031e00007fe00007fe00003e600000000000000000000000000000000000000000000	1	1	(17, 5);(18, 5);(19, 5);(17, 6);(18, 6);(19, 6);(17, 7);(18, 7);(19, 7);(20, 7);(18, 8);(19, 8);(20, 8);(18, 9);(10, 10);(18, 11);(7, 12);(22, 12);(23, 12);(6, 13);(7, 13);(8, 13);(22, 13);(23, 13);(15, 14);(3, 15);(4, 15);(10, 15);(15, 15);(16, 15);(17, 15);(18, 15);(19, 15);(20, 15);(23, 15);(3, 16);(4, 16);(5, 16);(6, 16);(7, 16);(10, 16);(11, 16);(12, 16);(17, 16);(20, 16);(23, 16);(24, 16);(3, 17);(4, 17);(5, 17);(6, 17);(7, 17);(10, 17);(11, 17);(12, 17);(15, 17);(23, 17);(24, 17);(2, 18);(3, 18);(4, 18);(5, 18);(6, 18);(7, 18);(9, 18);(10, 18);(11, 18);(15, 18);(16, 18);(20, 18);(21, 18);(3, 19);(4, 19);(5, 19);(6, 19);(7, 19);(8, 19);(9, 19);(10, 19);(11, 19);(15, 19);(16, 19);(17, 19);(3, 20);(4, 20);(5, 20);(6, 20);(7, 20);(8, 20);(9, 20);(10, 20);(11, 20);(16, 20);(3, 21);(4, 21);(5, 21);(6, 21);(7, 21);(8, 21);(9, 21);(10, 21);(11, 21);(4, 22);(5, 22);(6, 22);(7, 22);(8, 22);(9, 22);(10, 22);(4, 23);(5, 23);(6, 23);(7, 23);(8, 23);(9, 23);(10, 23);(11, 23);(7, 24);(8, 24);(9, 24);(10, 24);(11, 24);(7, 25);(8, 25);(9, 25)
0xc000000e000000c000001c0000018000003800000300000070000006000000c300000c7000018600003ffd0003fff0007ff0000f1c0001e1c0001c180003818000180800000000000000000000000000000000000000000000	4	4	(19, 10);(20, 10);(21, 10);(19, 11);(20, 11);(21, 11);(22, 11);(19, 12);(20, 12);(21, 12);(19, 13);(20, 13);(21, 13);(16, 14);(19, 14);(15, 15);(16, 15);(5, 18);(6, 19);(11, 19);(5, 20);(6, 20);(5, 21);(6, 21);(5, 22);(6, 22);(5, 23);(6, 23);(5, 24);(6, 24);(5, 25);(6, 25)
0x3000000fc00001ff00001ff00003cc000038e000078e000038f00003ff00001ff00000fe000001e000001e000001e000081e0000f3e0000ffc0000ffc00007f800001c0000000000000000000000000000000	9	3	(9, 16);(9, 17);(10, 17);(9, 18);(10, 18)
0xf800003f800007fc000073c0000f3c0000ff80000ff800002780000078000007800000780000078000007800000780000078000007800000780000078000007800000780000000000000000	9	9	(20, 17);(21, 17);(22, 17);(23, 17);(19, 18);(20, 18);(21, 18);(22, 18);(19, 19);(20, 19);(21, 19);(22, 19);(19, 20);(20, 20);(21, 20)
0x3000000600000060000006000000600000060038006006e00400430040043006004180600618038023001e03f0007ffc0000000000000000000000000000000000000000000000000000000000000000	6	6	(7, 18);(7, 19);(8, 19);(7, 20);(8, 20);(8, 21);(11, 21)
0x1fc0000fff800180f800001f00000fc00001e000003c000003c000001f0000007c000001f00000070000003800000380000038000007000000e000067c00007f800007e000000000000000000000000	3	5	(6, 5);(7, 6);(6, 7);(5, 8);(5, 9);(5, 10);(10, 11);(4, 12);(9, 12);(10, 12);(13, 12);(23, 12);(4, 13);(23, 13);(4, 14);(11, 14);(12, 14);(4, 15);(10, 15);(11, 15);(12, 15);(6, 16);(7, 16);(10, 16);(11, 16);(12, 16);(7, 17);(10, 17);(11, 17);(12, 17);(13, 17);(6, 18);(7, 18);(8, 18);(9, 18);(10, 18);(11, 18);(12, 18);(13, 18);(14, 18);(6, 19);(7, 19);(8, 19);(9, 19);(10, 19);(11, 19);(12, 19);(13, 19);(14, 19);(6, 20);(7, 20);(9, 20);(10, 20);(11, 20);(12, 20);(13, 20);(10, 21);(11, 21);(12, 21);(13, 21);(14, 21);(19, 21);(10, 22);(11, 22);(12, 22);(13, 22);(14, 22);(10, 23);(11, 23);(12, 23);(13, 23);(14, 23);(12, 24)
0x7ff8001ffff801c01fc000007c00003f00000f800007ff00007ffe0007fde000003e00001fc00007e00003f80003fc00007e000007000000000000000000000000000000000	3	3	(17, 11)
0xc000001e000000f000000380000018000001c000000c000000c000000c0003f0c001fffc003fffc003c1fc003003c003007e00300f700303e0003ffc0001ff00000f8000000000000000000000000000000000000000000000	2	0	(17, 0);(18, 0);(19, 0);(20, 0);(17, 1);(18, 1);(19, 1);(20, 1);(21, 1);(22, 1);(24, 1);(5, 2);(17, 2);(18, 2);(19, 2);(20, 2);(21, 2);(24, 2);(5, 3);(11, 3);(17, 3);(18, 3);(19, 3);(20, 3);(21, 3);(22, 3);(2, 4);(3, 4);(4, 4);(5, 4);(6, 4);(11, 4);(12, 4);(19, 4);(20, 4);(21, 4);(22, 4);(2, 5);(3, 5);(4, 5);(5, 5);(6, 5);(7, 5);(11, 5);(12, 5);(19, 5);(20, 5);(21, 5);(22, 5);(23, 5);(24, 5);(2, 6);(3, 6);(4, 6);(5, 6);(6, 6);(7, 6);(8, 6);(11, 6);(12, 6);(14, 6);(15, 6);(16, 6);(17, 6);(22, 6);(23, 6);(24, 6);(2, 7);(3, 7);(4, 7);(5, 7);(6, 7);(7, 7);(8, 7);(14, 7);(15, 7);(16, 7);(17, 7);(18, 7);(22, 7);(23, 7);(24, 7);(2, 8);(3, 8);(4, 8);(5, 8);(6, 8);(7, 8);(9, 8);(14, 8);(22, 8);(23, 8);(24, 8);(25, 8);(2, 9);(3, 9);(4, 9);(5, 9);(6, 9);(7, 9);(8, 9);(9, 9);(22, 9);(23, 9);(24, 9);(2, 10);(3, 10);(4, 10);(5, 10);(6, 10);(7, 10);(9, 10);(11, 10);(2, 11);(3, 11);(4, 11);(5, 11);(6, 11);(7, 11);(3, 12);(4, 12);(5, 12);(6, 12);(7, 12);(14, 12);(3, 13);(4, 13);(5, 13);(6, 13);(7, 13);(14, 13);(2, 14);(3, 14);(4, 14);(5, 14);(6, 14);(7, 14);(8, 14);(9, 14);(10, 14);(14, 14);(18, 14);(19, 14);(20, 14);(23, 14);(4, 15);(7, 15);(8, 15);(9, 15);(10, 15);(15, 15);(16, 15);(18, 15);(19, 15);(21, 15);(22, 15);(23, 15);(24, 15);(4, 16);(7, 16);(8, 16);(9, 16);(10, 16);(15, 16);(16, 16);(17, 16);(18, 16);(19, 16);(23, 16);(24, 16);(4, 17);(7, 17);(8, 17);(9, 17);(10, 17);(12, 17);(15, 17);(18, 17);(19, 17);(23, 17);(3, 18);(4, 18);(5, 18);(6, 18);(7, 18);(8, 18);(9, 18);(10, 18);(11, 18);(12, 18);(2, 19);(4, 19);(5, 19);(7, 19);(8, 19);(9, 19);(10, 19);(11, 19);(12, 19);(13, 19);(14, 19);(1, 20);(2, 20);(5, 20);(7, 20);(8, 20);(9, 20);(10, 20);(11, 20);(12, 20);(13, 20);(14, 20);(17, 20);(8, 21);(9, 21);(10, 21);(11, 21);(12, 21);(13, 21);(14, 21);(8, 22);(9, 22);(17, 24)
0x2000000e000001e000003c000007800000f000001e000001c00000380000033c00006fe00006060000402000040200004060000606000061e00003fc00001f00000060000000000000000000000000000000	6	6	(15, 9);(16, 9);(17, 9);(18, 9)
0x18000003c8000079000007300000620000066000003c000003c000001e000001f000001b8000010e000010600001030000101000018180001c180000c3000007f000001e000000000000000000000000000000	8	5	(9, 7);(9, 8);(16, 9);(17, 9);(16, 10);(17, 10);(18, 10);(12, 11);(13, 11);(19, 11);(12, 12);(13, 12);(15, 12);(16, 12);(17, 12);(18, 12);(19, 12);(20, 12);(15, 13);(16, 13);(17, 13);(20, 13);(16, 14);(14, 15);(16, 15);(17, 15);(10, 16);(11, 16);(14, 16);(16, 16);(17, 16);(20, 16);(21, 16);(10, 17);(11, 17);(12, 17);(23, 17);(10, 18);(11, 18);(12, 18);(21, 18);(22, 18);(23, 18);(10, 19);(11, 19);(12, 19);(13, 19);(17, 19);(18, 19);(19, 19);(20, 19);(21, 19);(10, 20);(11, 20);(12, 20);(13, 20);(14, 20);(19, 20);(20, 20);(22, 20);(9, 21);(10, 21);(11, 21);(12, 21);(13, 21);(14, 21);(21, 21);(22, 21);(9, 22);(10, 22);(11, 22);(12, 22);(13, 22);(14, 22);(20, 22);(21, 22);(22, 22);(9, 23);(10, 23);(11, 23);(12, 23);(13, 23);(14, 23);(20, 23);(21, 23);(10, 24);(11, 24);(12, 24);(13, 24);(14, 24);(10, 25);(11, 25);(12, 25);(13, 25);(14, 25)
0x200000030000003000000200000020000002080000208000031c00003fc0000008000000800000080000008000000800000080000018000001800000180000018000001000000000000000000000000	4	4	(21, 7);(21, 8);(9, 10);(10, 10);(6, 12);(7, 12);(5, 13);(6, 13);(7, 13);(8, 13);(4, 14);(5, 14);(6, 14);(7, 14);(8, 14);(12, 14);(3, 15);(4, 15);(5, 15);(6, 15);(7, 15);(8, 15);(3, 16);(4, 16);(5, 16);(6, 16);(7, 16);(10, 16);(11, 16);(3, 17);(4, 17);(5, 17);(6, 17);(3, 18);(4, 18);(5, 18);(6, 18);(3, 19);(4, 19);(5, 19);(3, 20);(4, 20);(4, 21)
0x18000006400000400000080000008200001020000187000008900000f180000008000000400000020000003000000100000018000001800000100000030000006000007800000000000000000000000	9	5	(6, 6);(7, 6);(10, 7);(8, 8);(9, 8);(18, 11);(6, 12);(18, 13);(19, 13);(19, 14);(20, 14);(8, 15);(9, 15);(19, 15);(20, 15);(8, 16);(9, 16);(8, 17);(9, 17);(19, 17);(19, 18)
0x1c000003e000003ee000030e000038e000038e000019c000019c0000398000001800000180000038000003800000300000030000003000000300000070000007000000100000000000000000	7	9	(13, 12)
0x1e000003e000007e000007e000007c000003c000000f8000000f0000003c000000600000038000001c000000e00000070001f8380007ff80001ff8000000000000000000000000000000000000000000	5	5	(19, 5);(11, 8);(8, 11);(7, 12);(8, 12);(12, 12);(8, 13);(9, 13);(10, 13);(8, 14);(9, 14);(10, 14);(8, 15);(9, 15);(10, 15);(11, 15);(13, 15);(8, 16);(9, 16);(10, 16);(11, 16);(13, 16);(8, 17);(9, 17);(10, 17);(11, 17);(13, 17);(8, 18);(9, 18);(10, 18);(11, 18);(9, 19);(10, 19);(11, 19);(12, 19);(9, 20);(10, 20);(11, 20);(12, 20);(9, 21);(10, 21);(11, 21);(12, 21);(10, 22);(11, 22);(12, 22);(10, 23);(11, 23);(12, 23);(10, 24);(11, 24)
0xff00001ffc00018340003036000300600020060002004000700c000f978001dff00038fb8007000c007000600600060060006003000c001801c000e0300007fe00000f800000000000000000000000	8	8	(10, 21);(11, 21)
0x1f80000ffe0000ffe0000703000038300000c300000660000036000003c000001c000001c000003c00000360000066000006600000c600000cc00000fc00000f000000400000000000000000	8	7	(20, 9);(21, 9);(20, 10);(13, 13)
0x3fe0001fff8001a01c000000600000020000003000000100000010000003000001e00001fc00001fc000000f000000300000018000000800000080000018000fff00001fe00000000000000000000000	3	3	(19, 11)
0x3000000f800000fc000007c000003c000003c000003c000007c000007c00000f800000f800000f800000f800000f000000f000001e000001e000001e000001c0000018000000000000000000000000	1	1	(7, 4);(7, 5);(5, 6);(6, 6);(7, 6);(5, 7);(6, 7);(7, 7);(6, 8);(7, 8);(5, 9);(6, 9);(7, 9);(8, 9);(5, 10);(6, 10);(7, 10);(8, 10);(24, 10);(25, 10);(5, 11);(6, 11);(7, 11);(8, 11);(21, 11);(25, 11);(5, 12);(8, 12);(20, 12);(21, 12);(25, 12);(12, 13);(13, 13);(9, 14);(10, 14);(11, 14);(12, 14);(13, 14);(14, 14);(21, 14);(22, 14);(5, 15);(9, 15);(10, 15);(11, 15);(12, 15);(13, 15);(14, 17);(15, 17);(16, 17);(25, 17);(8, 18);(9, 18);(10, 18);(11, 18);(12, 18);(14, 18);(15, 18);(16, 18);(17, 18);(25, 18);(8, 19);(9, 19);(10, 19);(11, 19);(14, 19);(15, 19);(16, 19);(17, 19);(10, 20);(15, 20);(16, 20);(17, 20);(16, 21);(16, 22);(17, 22);(16, 23);(17, 23)
0x3c00000fe00001c4000018c000030c000031c000033c000036800001c80000008000000800000080000018000001800000100000730000037000003e000001e000000c000000000000000000000000	9	9	(5, 9);(21, 9);(9, 11);(13, 16);(14, 16);(15, 16);(16, 16);(9, 17);(6, 21);(6, 22);(9, 23)
0x180000038e00003ff00007e30000703000060e000043c00007f000007c000003fc00003ff00007038000601c000400c000c01c000c01c000c07800061f00007fe00003f0000000000000000000000000000000	8	8	(18, 8);(17, 9);(18, 9);(16, 10)
0x3000000f00000fe00003f80000fe00000380000020000006000000c00000180000031f000067f80006e180007810000d010000d070000d9e0000df80000fc00000680000000000000000000000000000000	6	6	(7, 9);(6, 11);(7, 11);(8, 11);(6, 12);(7, 12);(12, 12);(6, 13);(7, 13);(12, 13)
0x60000007000000f000001fc00007ff8000f87c001f01e003e007003c00300380030000006000000e000000e000fc1c001ffb8003bff000383fc001fffc000ff180003c00000000000000000000000000000000000000	2	0	(19, 1);(17, 3);(9, 4);(10, 4);(11, 4);(9, 5);(10, 5);(11, 5);(21, 5);(8, 6);(9, 6);(12, 6);(20, 6);(21, 6);(22, 6);(12, 7);(21, 7);(10, 8);(11, 8);(12, 8);(7, 9);(8, 9);(11, 9);(20, 9);(7, 10);(8, 10);(20, 10);(21, 10);(10, 11);(20, 11);(21, 11);(9, 12);(10, 12);(21, 12);(21, 13);(22, 13);(21, 14);(10, 15);(11, 15);(10, 16);(11, 16);(12, 16);(7, 17);(8, 17);(11, 17);(12, 17);(7, 18);(8, 18);(11, 18);(12, 18);(7, 19);(8, 19);(11, 19);(12, 19);(17, 19);(8, 20);(9, 20);(11, 20);(12, 20);(13, 20);(16, 20);(17, 20);(8, 21);(9, 21);(11, 21);(12, 21);(16, 21);(21, 21);(9, 22);(19, 22);(20, 22)
0xc00007fc000067c000060800006180000618000061800006180000618000061800006180000218000001800000180000018000001800000180000008000000c000000c000000000	7	7	(12, 3);(11, 4);(12, 4);(11, 5);(12, 5);(13, 5);(17, 5);(10, 6);(11, 6);(12, 6);(13, 6);(14, 6);(15, 6);(16, 6);(17, 6);(11, 7);(12, 7);(13, 7);(14, 7);(16, 7);(17, 7);(11, 8);(12, 8);(13, 8);(8, 9);(9, 9);(8, 10);(8, 11);(11, 11);(12, 11);(15, 11);(16, 11);(17, 11);(18, 11);(8, 12);(11, 12);(12, 12);(13, 12);(14, 12);(15, 12);(16, 12);(17, 12);(18, 12);(8, 13);(9, 13);(11, 13);(12, 13);(13, 13);(14, 13);(15, 13);(16, 13);(17, 13);(18, 13);(8, 14);(9, 14);(11, 14);(12, 14);(13, 14);(9, 16);(10, 16);(11, 16);(12, 16);(9, 17);(13, 19)
